sentiment,content
sadness,darkmornan disappoint
worry,hey mitchelmusso try callin let
neutral,make plan none
sadness,recover hard day homeschooling dd chemistry go well
other,much tellonly blip immune system recoverednot yet newborns give six months nothing
sadness,wow still void whre thomas leave heartache never go go away
worry,wow free wifi pay park reduculous
sadness,darn guitar tomorrow
sadness,tick go see drag hell melissa amber stay home friday night thing
love,love puppy
worry,ingridmusic whaaaaaat oh know
worry,aaaale haha let know show hope romania show mtvsunday morning exam
happiness,six feet theme jjj
neutral,nkotb come seem excite play dc
other,upload picture already hate twitter
sadness,prettygrl_annie goin outta twn 2night sorrrryyy
neutral,reply back
other,bbq great relax around house want leave city tomorrow get clean house get back
worry,baby online yet booooo
worry,willameda really really hope happen
worry,ebrettrubin get one fine say texting way meaningful twitter
other,feeeel like shiit blahhhhhhhhhhhhhh
worry,regret go see today damn messy room
worry,cindy baby house take last fridays together dr hope
worry,tgif bad spend er
other,sad malta hear
other,wish call blah use easy move wtf happen
worry,really mind much sittin standstill listenin two music twttrg gas gauge lookin healthy
worry,nessa665 creepy guy walk dog fill creepers day
worry,laurenconrad say lo page exist
other,think tonight plan go happen sigh sadface surprise
other,ugh definitely speak soon
other,"fuck two thousand, eight hundred and thirty-three songs fill ipod suppose hold four thousand"
worry,sick feel like jello talk delirious
sadness,wossy smash show tonight love killers wish gutted shame get cut midsong end
neutral,head work n freeze
other,neighbour far loud thier back garden hear loud woman stop laugh
sadness,miss argh
worry,wish anywhere
neutral,ack fast forward right coldplay song
worry,bbc_fangirl let watch since state boo
sadness,jpsherman true unfortunately lead movies die high note friday 13th model
sadness,want work tomorrow
worry,next two weeks exam wise awful eight exams see adequately revise care least
other,karrierekay sunburnt horrible
sadness,move nothing accessible camera break kitchen stuff box internet make hard cook blog get brooklyn
love,two hours wait tire get repair
worry,jwalsh well requirements quite high well
worry,erock2106 yeah late lol
worry,get ready graduation party id much rather hello marquee dane cook
sadness,early ish night tonight overtime work tomorrow boo work saturday
neutral,urbanfly well truly home still work
sadness,work go
worry,laralea awww miss see tonight
sadness,really miss hockey already night dtn naperville wait day tomorrow work sunday
worry,apunbindaas find chays key go clean room tomorrow pop
sadness,aholston homework bind whole weekend fun
sadness,roxie feel well http appsfacebookcomdogbookprofileview6878284
happiness,wake hiccup come back
sadness,wossy killers best bite disappoint last song cut short watch full iplayer
worry,wake five hour nap still headache medication time
worry,patzilla83
neutral,try fix weird query
worry,tine143 go siiiick mad jason say recover fully go paintballin play
love,last night chicago make one record book wrigley likely see
other,soo fuck sick wad mood swing uhh hate asshole ahhhh
worry,marshallochs texting
neutral,umi_and_alter oh really must miss post
neutral,tommcfly doni12t live uk cani12t say think
worry,everything demi lovato
sadness,stick seven hundred and ten go 2nd job find good office job
sadness,mitchelmusso call mitch sweden
sadness,vautlapeine mean fam minus ahugs
worry,huge headache asprin work
sadness,mpvt another david hughes list hurt davidahughes ftw
neutral,back mark
worry,play singstar without fave duetter
worry,spell
sadness,asda ready meal think ever
neutral,back see miss truck fish retrorewind
worry,casablancadonna glad ts bring sorry ur foot shorty ur go relax wit heel
neutral,mandzz ohwwww whatever excite anyway
worry,really want go milwaukee sis want well tell
other,claudekelly day ff worst
happiness,bbq go well weather stay good right bonus bed train morning six hundred and thirty work
worry,economy thing get us stay positive mostly sometimes really get hop todd get work soon
worry,gentlesinner afriad might copy picture put change little
worry,red hot bin tryin two get two sleep four age
neutral,chelseychapman long time well txt xx
worry,want go concert fob miss wait longer
other,get overexcited pizza burn mouth
sadness,littleisis time come want spend day mom
worry,sleep time lot last minute revision tomoro exam monday night tweeters three
worry,http twitpiccom67rcp another one take three meet see real sleep disorder
happiness,miss k_ris punking everytime hang effnng
other,dammit lock key car call mama laughlin call aaa
sadness,harley pass away december two thousand and eight http appsfacebookcomdogbookprofileview616974
neutral,alpy apparently try site tho maybe get better result
other,besties ddlovato twitpic http ffi am3o32g
neutral,besties ddlovato twitpic http twitpiccom67hac besties ddlovato http twitpiccom67hac
sadness,learn today never post anything sell ebay use royal mail lose refund compo nowhere near bad
worry,jillvee keep like soon go anything blow liquids
worry,selfedge cause frustration buddy
other,mtmont gah twitpic upload sideways today
sadness,rubyredsocks yup day older
other,anna_fur_laxis make feel physically sick read let right one horrify cat violence horrible
worry,ugh teeth hurt take enjoyment jackinthebox
sadness,gailporter ps gutted go order dead famous dvd today amazon could find wallet go back last one sell
worry,rain outside without umbrella
worry,young people attract trouble make sad three kmv
other,wish work do soon three
sadness,cable signal mess miss ghostwhisperer news hurt toe cold like hot weather
sadness,bore work
sadness,soooooooooo glad learn farrells ice cream parlor stag comeback cal bad mission viejo mall
neutral,way view
other,yermilla really bcoz good math r learn sumthing need like math teacher uh
worry,mysteryartist never know
worry,mitchelmusso love call live argentina really really love mitchel
sadness,mitchelmusso get
sadness,new guitar hero metallica guitar already break fail
worry,alittletrendy thirty-nine sorry tend ramble
happiness,kimble09 yeah jus glad thunder stop
worry,every time pay library fine get new one bad patron
sadness,still pool key wth even hot today
worry,lay bed til workkk oh life definitely pinch nerve
worry,misskittysf umm well go house club never go north beach sono idea sorry 1x two defunctlesi club
worry,start rain ughh via dusktallon haha die muskoka
happiness,definitely need work business trip much free food alcohol sure gain pound
sadness,library friggin bore
other,point wisdom teeth nothing grr much pain look like chipmunk fml
worry,marting05 know mad us
neutral,six finals go
worry,hatz94 nooooo get haha go later
sadness,everything cool wish boy able talk
sadness,really need put laptop start get ready melancholyjeans shindig miss twitterloves day
happiness,thank assignment work today
neutral,omg anyone see wee girl bgt xx sucha shame
happiness,another great workout feelin kind funny
worry,owe burn hand toaster oven
neutral,want see drag hell someone take meee oh follow subscribe http wwwyoutubecomuserjessinoel29
other,live alki without offstreet park blow 330p park wkds worst feel like hostage
neutral,patsytravers think twitter hat every1 come two photos take age day two change pic especially time
other,city love tucson 18th miserable http bitlyk3gmw
other,lol two people falcon boo one becca
other,find thing look
love,early send someone airport http plurkcompx2wsw
worry,great day apart fact buy usb hub soon plug break damn tesco
sadness,feel like drink wine
other,drive mom brynn mom say worst driver ever really
neutral,eff blairblends get suspend
other,word marlon brando give twenty-five cent yeah tha godfather
other,seriously mum make eat yeah weird eat habit eat day really
worry,really borde know
other,humid today last night lightning humid
other,help church pianos stairsgravity heavy
worry,okay weather cute sundress friendly get could warm one minute cold next freeze
worry,its_sb kill furby tooo
worry,lucashardy go get get bite
neutral,get ready start work week tgif monday
happiness,want watch naruto shippuuden miss episodes
sadness,phillyreds sad true
other,never commute rain people get much meaner
love,mitchelmusso want talk call expensive love
neutral,mattmecham possibly yes
worry,four shift two go birthday get excite turn twenty-nine mean almost thirty
worry,kerryisonfire go find unity girl bebo find fail bebo stalk
worry,finally nice hour leave
worry,nina_serafina85 head way
neutral,mistersweaters one
worry,thepresidentjx3 one ever give info sad
sadness,patriciaerin hug oh gosh sorry
worry,find one coworkers st paul actually know talk get lay blow
worry,go miss girlys soo super load wish go three weeks wayy long
other,martinimisty oh god thing scar
sadness,head cold
